7999.99	0.886485	
8000.08	0.886457	
7999.97	0.886611	
7999.87	0.886671	
8000.15	0.886731	
7999.97	0.886528	
7999.98	0.88656	
8000.04	0.886974	
8000	0.88698	
7999.9	0.886638	
8000.03	0.886343	
7999.98	0.886532	
7999.91	0.88673	
8000.1	0.886541	
7999.98	0.886862	
8000.04	0.886696	
7999.94	0.886846	
7999.99	0.886615	
8000.05	0.886667	
8000.05	0.886586	
8000.06	0.886479	
7999.87	0.886671	
7999.98	0.886342	
8000.16	0.886377	
8000.03	0.886762	
7999.98	0.886654	
7999.97	0.886418	
8000.01	0.886379	
8000.08	0.886717	
8000.12	0.886715	
7999.96	0.88672	
8000	0.886379	
8000.02	0.886402	
8000.04	0.886676	
7999.9	0.886747	
7999.97	0.886368	
7999.9	0.886524	
7999.93	0.88641	
7999.95	0.886895	
7999.89	0.886481	
8000.03	0.886476	
8000.02	0.886732	
8000.08	0.88639	
8000.06	0.886501	
7999.9	0.886239	
8000.01	0.886433	
8000.04	0.886121	
8000.07	0.886462	
7999.92	0.886724	
8000.02	0.886849	
8000.09	0.886674	
7999.97	0.886465	
7999.94	0.886252	
7999.91	0.886466	
7999.88	0.88673	
7999.95	0.886309	
8000.08	0.886961	
8000.12	0.886815	
8000.03	0.886833	
8000.12	0.886489	
7999.96	0.886509	
7999.97	0.88653	
7999.9	0.886639	
7999.95	0.8868	
8000.08	0.886284	
7999.89	0.886512	
7999.85	0.886745	
8000.01	0.886885	
7999.94	0.886299	
7999.99	0.886193	
8000.14	0.88667	
7999.91	0.886327	
7999.94	0.886175	
7999.84	0.886648	
7999.99	0.886461	
7999.93	0.886323	
7999.94	0.886719	
7999.95	0.88644	
8000.07	0.88639	
7999.93	0.886434	
7999.9	0.886601	
8000.07	0.886255	
7999.96	0.886361	
7999.97	0.886538	
7999.99	0.88644	
8000	0.88652	
7999.9	0.886557	
8000.07	0.886313	
7999.86	0.886399	
8000.05	0.886226	
7999.91	0.886723	
8000.04	0.886207	
8000.09	0.886747	
