40000.1	183.936	
40000	183.794	
40000.1	183.618	
40000.1	184.205	
40000.1	184.055	
40000	-176.038	
40000	183.797	
40000.1	183.639	
40000.1	183.505	
40000.1	184.055	
40000	183.942	
40000	183.805	
40000	184.371	
40000.1	183.472	
40000.1	184.058	
40000.1	183.884	
40000	-176.214	
40000.1	183.591	
40000.1	184.164	
40000	-175.956	
40000.1	183.893	
40000	183.772	
40000.1	183.621	
40000	184.2	
40000	-175.929	
40000	-176.073	
40000.1	183.763	
40000.1	184.335	
40000	184.233	
40000	-175.89	
40000	-176.026	
40000	-176.178	
40000	-176.319	
40000	184.223	
40000	184.083	
40000	183.936	
40000	-176.176	
40000	183.636	
40000.1	184.159	
40000	184.04	
40000	183.894	
40000.1	183.742	
40000	184.352	
39999.9	-175.76	
40000	184.064	
40000	-176.055	
40000	183.807	
40000	183.663	
40000.1	184.222	
40000	184.109	
40000.1	183.932	
40000.1	183.821	
40000.1	183.681	
40000.1	183.552	
40000.1	184.141	
40000.1	184.023	
40000	-176.078	
40000	183.783	
40000.1	183.623	
40000	183.52	
40000	-175.913	
40000.1	183.922	
40000	-176.194	
40000.1	183.641	
40000.2	183.477	
40000	184.095	
40000	183.961	
40000	-176.165	
40000.1	184.34	
40000	-175.745	
40000	184.101	
40000	-176.011	
40000.1	183.808	
40000.2	183.628	
40000	-176.426	
40000.1	184.092	
40000.1	183.954	
40000.1	183.786	
40000	183.669	
40000.1	183.505	
40000	184.101	
40000.1	183.96	
40000	-176.161	
40000.1	183.639	
40000	-176.488	
40000	184.061	
40000.1	183.898	
40000	-176.231	
40000	-176.38	
40000	184.145	
40000.2	183.904	
40000	183.803	
40000	184.337	
40000	183.474	
40000	184.008	
40000	183.839	
39999.9	-176.303	
40000.1	184.201	
40000	184.039	
40000	183.875	
39999.9	-176.248	
40000	-176.441	
40000	-175.932	
40000	183.903	
40000.1	183.686	
40000.2	184.198	
40000.2	184.027	
40000	183.923	
40000.1	183.727	
39999.9	-176.382	
40000.1	184.103	
40000	183.942	
40000	-176.202	
40000.1	183.566	
40000	184.103	
40000.1	183.907	
40000	183.74	
40000	184.263	
40000.1	184.045	
40000	183.885	
40000	-176.266	
40000.1	184.211	
40000.1	184.027	
40000.1	183.836	
40000.1	183.674	
40000.1	184.204	
40000	-175.947	
40000.1	183.836	
40000.1	183.669	
40000.1	184.229	
40000	184.053	
40000	183.864	
40000.1	184.369	
39999.9	-175.762	
40000	184.028	
40000	183.823	
40000	-175.634	
40000.1	183.433	
40000.1	183.962	
40000	-176.192	
40000.1	183.569	
40000	183.391	
40000	183.898	
40000	-176.269	
39999.9	-176.46	
40000.1	184.018	
40000.1	184.534	
40000.1	184.341	
40000	184.165	
40000.1	183.935	
40000	-176.221	
40000.1	183.557	
40000.1	184.076	
40000	183.916	
40000.1	183.695	
40000	184.247	
40000	184.029	
40000	183.823	
40000	183.616	
40000.1	184.116	
40000.1	183.896	
40000	-176.239	
40000.1	184.227	
40000.1	184.047	
40000	183.839	
40000	-175.635	
40000.1	184.12	
40000	-176.064	
40000.1	183.697	
40000.1	184.197	
40000	-175.988	
40000.1	183.721	
40000.1	183.534	
40000.1	184.018	
40000	-176.181	
40000.1	183.574	
40000.2	184.057	
40000.1	183.871	
40000.1	183.645	
40000	184.153	
40000.1	183.915	
40000	183.715	
40000	-175.801	
40000.1	183.945	
40000	-176.251	
40000.1	184.198	
40000	-176	
40000	183.714	
40000	184.203	
40000	183.953	
40000	183.695	
40000.1	184.119	
40000.1	183.885	
40000	-176.348	
40000	184.118	
40000	-176.107	
40000	-176.381	
40000	-175.925	
40000	-176.153	
40000	-175.69	
40000.1	183.967	
40000	-176.23	
40000	184.211	
40000	183.949	
40000.1	183.646	
40000	-175.9	
40000	183.833	
40000	183.567	
40000	183.989	
40000.1	183.671	
40000	-175.816	
40000	-176.102	
40000.1	183.592	
40000.2	183.994	
40000	183.742	
40000.1	184.166	
40000.1	183.883	
40000.1	184.27	
40000	184.011	
40000.1	183.683	
40000.1	184.125	
40000.1	183.813	
40000	-175.763	
40000	183.964	
40000.1	184.365	
40000	184.089	
40000	183.818	
40000	183.542	
40000.1	183.972	
40000	183.711	
40000	184.146	
40000.1	183.832	
40000.1	184.252	
40000.1	183.977	
40000.1	183.697	
40000	183.427	
40000.1	183.837	
40000.1	184.296	
40000.1	184.02	
40000.1	183.714	
40000	184.174	
40000.1	183.86	
40000.1	183.58	
40000	184.018	
40000.1	184.417	
40000	184.17	
40000	-176.107	
40000.1	183.549	
40000.1	183.977	
40000	183.69	
40000.1	184.08	
40000.1	183.804	
40000.1	184.22	
40000	-176.026	
40000.1	183.641	
40000	184.07	
40000	183.789	
40000.1	184.17	
40000	183.93	
40000.1	184.336	
40000	184.08	
40000.1	183.783	
40000.1	183.509	
40000	183.965	
40000.1	183.64	
40000.1	184.07	
40000	183.806	
40000	183.483	
40000.1	183.885	
40000	183.613	
40000.1	183.996	
40000	183.702	
40000	184.115	
40000	183.821	
40000.1	184.204	
40000.1	183.92	
40000.1	183.634	
40000.1	184.039	
39999.9	-176.176	
40000	183.501	
40000	183.91	
40000	-176.376	
40000	-175.957	
40000.1	183.733	
40000.1	183.398	
40000.1	183.864	
40000.1	183.54	
39999.9	-175.924	
40000	183.73	
40000	184.16	
40000.1	183.858	
40000	183.573	
40000.1	183.992	
40000	-176.284	
40000.1	184.092	
40000.1	183.797	
40000	184.246	
40000.1	183.922	
40000	-175.602	
40000.1	184.057	
40000.1	183.742	
40000	184.166	
40000.1	183.848	
